Counter,Ref Num,Row Num,id,Rep Text,Link,Main Text,Cleaned Text,Subject,Query,Reference Published Date,Who Published?,Reference Name,Access Date,Reference Text,Reference URL,State
13,2,115,21276,🔴🔴مهم //فوری تکذیبیه خبرشهادت ابراهیم عشریه 💥💥پس از انتشار شایعات فراوان ♨♨خبرشهادت سومین مدافع حرم از نکا تکذیب شد/ ابراهیم عشریه زنده و در بیمارستان حلب بستری است 🔵🔵درحالی که اخبار متناقضی درخصوص شهادت ابراهیم عشریه میان مردم و شبکه,https://t.me/fordu/21276,تكذيبيه خبر شهادت ابراهيم عشريه 💥💥پس از انتشار شایعات فراوان ♨️♨️خبر شهادت سومین مدافع حرم از نکا تکذیب شد/ ابراهیم عشریه زنده و در بیمارستان حلب بستری است 🔵🔵درحالی که اخبار متناقضی درخصوص شهادت ابراهیم عشریه میان مردم و شبکه‌های اجتماعی در حال گسترش بود، خبر شهادت وی تکذیب شد، وی در بیمارستان حلب درحال مداوا است. ⛔️به گزارش پیک نکا، طی دو روز گذشته فضای شهرستان نکا و شبکه‌های اجتماعی پر شده بود از خبر شهادت ابراهیم عشریه که به عنوان مدافع حرم حضرت زینب در سوریه حضور داشت، به طوری که فضای پر استرسی برای خانواده وی فراهم آمده بود. ⛔️اما صبح امروز در چند نوبت اخبار دقیقی درخصوص این پاسدار رشید مدافع حرم اعلام شد که بر اساس دقیق‌ترین اخبار رسیده، ابراهیم عشریه به همراه همرزمان خود با حمله 2 هزار نفری داعشی‌ها در منطقه در حلب روبرو شدند و برای حفظ موقعیت خود به نبرد جانانه با دشمن تکفیری پرداختند. ⛔️در اثر این درگیری، آخرین لحظه‌ای که وی توسط همرزمانش مشاهده شد، به شدت در اثر برخورد گلوله زخمی شده بود اما نتوانست خود را به عقب برگرداند که همین امر سبب ایجاد تصور شهادت وی و افتادن پیکرش به دست داعشی‌ها شد. ⛔️اما همرزمان دلاور وی پس از تلاشی جانانه موفق شدند پیکر تقریباً بیجان وی که در اثر خونریزی شدید به حالت کما درآمده بود را پیدا کرده و به عقب برگردانند، سپس وی سریعاً به بیمارستان حلب منتق شد و تحت درمان جدی قرار گرفت. ⛔️در اثر تلاش کادر پزشکی وی احیا شده و از حالت کما بیرون آمد، هم اکنون با وجود جراحات بسیار در بیمارستان بستری بوده و تلاش پزشکان برای بهبود هرچه بیشتر وی ادامه دارد، با این توضیح که وی از مرگ رهایی یافته و به عنوان جانباز غیور مدافع حرم لقب گرفته است. ⛔️درجه رفیع جانبازی ابراهیم عشریه را به خانواده، همرزمان و مردم شهیدپرور شهرستان نکا تبریک می‌گوییم، باشد که هرچه زودتر با غلبه محور مقاومت بر دشمنان غربی، عبری و عربی، راه قدس شریف باز شود.,تكذيبيه خبر شهادت ابراهيم عشريه پس از انتشار شایعات فراوان خبر شهادت سومین مدافع حرم از نکا تکذیب شد. ابراهیم عشریه زنده و در بیمارستان حلب بستری است. درحالی که اخبار متناقضی درخصوص شهادت ابراهیم عشریه میان مردم و شبکه‌های اجتماعی در حال گسترش بود، خبر شهادت وی تکذیب شد، وی در بیمارستان حلب درحال مداوا است. به گزارش پیک نکا، طی دو روز گذشته فضای شهرستان نکا و شبکه‌های اجتماعی پر شده بود از خبر شهادت ابراهیم عشریه که به عنوان مدافع حرم حضرت زینب در سوریه حضور داشت، به طوری که فضای پر استرسی برای خانواده وی فراهم آمده بود. اما صبح امروز در چند نوبت اخبار دقیقی درخصوص این پاسدار رشید مدافع حرم اعلام شد که بر اساس دقیق‌ترین اخبار رسیده، ابراهیم عشریه به همراه همرزمان خود با حمله 2 هزار نفری داعشی‌ها در منطقه در حلب روبرو شدند و برای حفظ موقعیت خود به نبرد جانانه با دشمن تکفیری پرداختند. در اثر این درگیری، آخرین لحظه‌ای که وی توسط همرزمانش مشاهده شد، به شدت در اثر برخورد گلوله زخمی شده بود اما نتوانست خود را به عقب برگرداند که همین امر سبب ایجاد تصور شهادت وی و افتادن پیکرش به دست داعشی‌ها شد. اما همرزمان دلاور وی پس از تلاشی جانانه موفق شدند پیکر تقریباً بیجان وی که در اثر خونریزی شدید به حالت کما درآمده بود را پیدا کرده و به عقب برگردانند، سپس وی سریعاً به بیمارستان حلب منتق شد و تحت درمان جدی قرار گرفت. در اثر تلاش کادر پزشکی وی احیا شده و از حالت کما بیرون آمد، هم اکنون با وجود جراحات بسیار در بیمارستان بستری بوده و تلاش پزشکان برای بهبود هرچه بیشتر وی ادامه دارد، با این توضیح که وی از مرگ رهایی یافته و به عنوان جانباز غیور مدافع حرم لقب گرفته است. درجه رفیع جانبازی ابراهیم عشریه را به خانواده، همرزمان و مردم شهیدپرور شهرستان نکا تبریک می‌گوییم، باشد که هرچه زودتر با غلبه محور مقاومت بر دشمنان غربی، عبری و عربی، راه قدس شریف باز شود.,شهادت براهیم عشریه,شهادت ابراهیم عشریه,۱۷/۰۳/۱۳۹۵,دفاع پرس,فرمانده سپاه شهرستان نکا,۲۳/۰۱/۱۳۹۷,به گزارش دفاع پرس از مازندران، 24فروردین 95 بود که پس از رسیدن پیکر پاک شهید محمدتقی سالخورده ناگهان خبری مردم نکا را شوکه کرد که در فاصله کمتر از چهار روز سومین شهید نکایی تقدیم حرم اهل بیت در سوریه شد. اما سرنوشت نامعلوم پیکر شهید منجر به عدم تأیید شهادت و سکوت خبری در این زمینه و گاهاً همراه با برخی آمار و اخبار نادرست و انحرافی جهت برهم زدن عملیات روانی دشمن در فضای عمومی جامعه بود. اما اکنون پس از گذشت بیش از 50 روز، گویی خبری آمده تا دوباره حال و هوای مردم نکا را با بوی زینبیه و دمشق معطر سازد؛ لذا سرهنگ سید ابراهیم شریفی فرمانده ناحیه مقاومت بسیج نکا ضمن تأیید این خبر، اظهار کرد: خبر شهادت ابراهیم عشریه به عنوان پنجمین شهید مدافع حرم نکا تأیید شده است. وی افزود: این شهید بزرگوار در تاریخ 24 فروردین 95 و در عملیات تک قدرتمند به نیروهای تکفیری در جنوب حلب به شدت از ناحیه صورت در اثر اصابت گلوله زخمی شد؛ اما متأسفانه پیکر پاکش توسط نیروهای رزمنده جبهه مقاومت پیدا نشد. فرمانده ناحیه مقاومت بسیج نکا در تشریح چرایی عدم تأیید شهادت ابراهیم عشریه تاکنون، خاطرنشان کرد: پس از مشاهده صدمه شدید این رزمنده در صحنه نبرد که البته بسیار کاری نشان میداد، دیگر کسی از وی خبر نداشت و همین امر سبب عملیات روانی سنگین دشمن درخصوص رزمندگان ایرانی شد که در مقابل بیان برخی اخبار نادرست از زنده بودن این شهید به همین دلیل بوده است. این مسئول اضافه کرد: شهید ابراهیم عشریه از سال 1379 وارد مجموعه سپاه پاسداران شد و پس از گذراندن دورههای پاسداری بهعنوان مربی تاکتیک و دفاع شخصی به خدمت سپاه علویون استان قم درآمد. وی گفت: سپس وی در دانشگاه امام حسین(ع) بهعنوان جانشین تیپ به خدمت ادامه داد؛ تا پس از نامنویسی داوطلبانه جهت حضور در سوریه و دفاع از حرم حضرت زینب(س)، به علت ازدیاد تعداد داوطلبان قرار بر قرعهکشی میان اسامی شد که نام ابراهیم عشریه بیرون آمد. سرهنگ شریفی در ادامه تصریح کرد: از سرهنگ پاسدار شهید ابراهیم عشریه، سه دختر به نامهای زهرا، زینب و معصومه به یادگار مانده است؛ اما وی مفقودالاثر بوده و پیکر پاکش هنوز به میهن اسلامی بازنگشته است. گفتنی است، شهید ابراهیم عشریه سومین شهید مدافع حرم از شهرستان نکا پس از شهیدان حسین مشتاقی و سعید کمالی به شمار میآید که هنوز پیکر پاکش پیدا نشده و به کشور بازنگشته است. این درحالی است که از لحاظ زمان شهادت، شهید عشریه پس از شهیدان عبدالرحیم فیروزآبادی و محمدتقی سالخورده سومین شهید مدافع حرم و اولین شهید مفقودالاثر شهرستان به شمار میآید.,http://defapress.ir/fa/news/86163/%D8%B4%D9%87%D8%A7%D8%AF%D8%AA-%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85-%D8%B9%D8%B4%D8%B1%DB%8C%D9%87-%D9%BE%D9%86%D8%AC%D9%85%DB%8C%D9%86-%D8%B4%D9%87%DB%8C%D8%AF-%D9%85%D8%AF%D8%A7%D9%81%D8%B9-%D8%AD%D8%B1%D9%85-%D9%86%DA%A9%D8%A7-%D8%AA%D8%A3%DB%8C%DB%8C%D8%AF-%D8%B4%D8%AF,R
13,3,115,21276,🔴🔴مهم //فوری تکذیبیه خبرشهادت ابراهیم عشریه 💥💥پس از انتشار شایعات فراوان ♨♨خبرشهادت سومین مدافع حرم از نکا تکذیب شد/ ابراهیم عشریه زنده و در بیمارستان حلب بستری است 🔵🔵درحالی که اخبار متناقضی درخصوص شهادت ابراهیم عشریه میان مردم و شبکه,https://t.me/fordu/21276,تكذيبيه خبر شهادت ابراهيم عشريه 💥💥پس از انتشار شایعات فراوان ♨️♨️خبر شهادت سومین مدافع حرم از نکا تکذیب شد/ ابراهیم عشریه زنده و در بیمارستان حلب بستری است 🔵🔵درحالی که اخبار متناقضی درخصوص شهادت ابراهیم عشریه میان مردم و شبکه‌های اجتماعی در حال گسترش بود، خبر شهادت وی تکذیب شد، وی در بیمارستان حلب درحال مداوا است. ⛔️به گزارش پیک نکا، طی دو روز گذشته فضای شهرستان نکا و شبکه‌های اجتماعی پر شده بود از خبر شهادت ابراهیم عشریه که به عنوان مدافع حرم حضرت زینب در سوریه حضور داشت، به طوری که فضای پر استرسی برای خانواده وی فراهم آمده بود. ⛔️اما صبح امروز در چند نوبت اخبار دقیقی درخصوص این پاسدار رشید مدافع حرم اعلام شد که بر اساس دقیق‌ترین اخبار رسیده، ابراهیم عشریه به همراه همرزمان خود با حمله 2 هزار نفری داعشی‌ها در منطقه در حلب روبرو شدند و برای حفظ موقعیت خود به نبرد جانانه با دشمن تکفیری پرداختند. ⛔️در اثر این درگیری، آخرین لحظه‌ای که وی توسط همرزمانش مشاهده شد، به شدت در اثر برخورد گلوله زخمی شده بود اما نتوانست خود را به عقب برگرداند که همین امر سبب ایجاد تصور شهادت وی و افتادن پیکرش به دست داعشی‌ها شد. ⛔️اما همرزمان دلاور وی پس از تلاشی جانانه موفق شدند پیکر تقریباً بیجان وی که در اثر خونریزی شدید به حالت کما درآمده بود را پیدا کرده و به عقب برگردانند، سپس وی سریعاً به بیمارستان حلب منتق شد و تحت درمان جدی قرار گرفت. ⛔️در اثر تلاش کادر پزشکی وی احیا شده و از حالت کما بیرون آمد، هم اکنون با وجود جراحات بسیار در بیمارستان بستری بوده و تلاش پزشکان برای بهبود هرچه بیشتر وی ادامه دارد، با این توضیح که وی از مرگ رهایی یافته و به عنوان جانباز غیور مدافع حرم لقب گرفته است. ⛔️درجه رفیع جانبازی ابراهیم عشریه را به خانواده، همرزمان و مردم شهیدپرور شهرستان نکا تبریک می‌گوییم، باشد که هرچه زودتر با غلبه محور مقاومت بر دشمنان غربی، عبری و عربی، راه قدس شریف باز شود.,تكذيبيه خبر شهادت ابراهيم عشريه پس از انتشار شایعات فراوان خبر شهادت سومین مدافع حرم از نکا تکذیب شد. ابراهیم عشریه زنده و در بیمارستان حلب بستری است. درحالی که اخبار متناقضی درخصوص شهادت ابراهیم عشریه میان مردم و شبکه‌های اجتماعی در حال گسترش بود، خبر شهادت وی تکذیب شد، وی در بیمارستان حلب درحال مداوا است. به گزارش پیک نکا، طی دو روز گذشته فضای شهرستان نکا و شبکه‌های اجتماعی پر شده بود از خبر شهادت ابراهیم عشریه که به عنوان مدافع حرم حضرت زینب در سوریه حضور داشت، به طوری که فضای پر استرسی برای خانواده وی فراهم آمده بود. اما صبح امروز در چند نوبت اخبار دقیقی درخصوص این پاسدار رشید مدافع حرم اعلام شد که بر اساس دقیق‌ترین اخبار رسیده، ابراهیم عشریه به همراه همرزمان خود با حمله 2 هزار نفری داعشی‌ها در منطقه در حلب روبرو شدند و برای حفظ موقعیت خود به نبرد جانانه با دشمن تکفیری پرداختند. در اثر این درگیری، آخرین لحظه‌ای که وی توسط همرزمانش مشاهده شد، به شدت در اثر برخورد گلوله زخمی شده بود اما نتوانست خود را به عقب برگرداند که همین امر سبب ایجاد تصور شهادت وی و افتادن پیکرش به دست داعشی‌ها شد. اما همرزمان دلاور وی پس از تلاشی جانانه موفق شدند پیکر تقریباً بیجان وی که در اثر خونریزی شدید به حالت کما درآمده بود را پیدا کرده و به عقب برگردانند، سپس وی سریعاً به بیمارستان حلب منتق شد و تحت درمان جدی قرار گرفت. در اثر تلاش کادر پزشکی وی احیا شده و از حالت کما بیرون آمد، هم اکنون با وجود جراحات بسیار در بیمارستان بستری بوده و تلاش پزشکان برای بهبود هرچه بیشتر وی ادامه دارد، با این توضیح که وی از مرگ رهایی یافته و به عنوان جانباز غیور مدافع حرم لقب گرفته است. درجه رفیع جانبازی ابراهیم عشریه را به خانواده، همرزمان و مردم شهیدپرور شهرستان نکا تبریک می‌گوییم، باشد که هرچه زودتر با غلبه محور مقاومت بر دشمنان غربی، عبری و عربی، راه قدس شریف باز شود.,شهادت براهیم عشریه,شهادت ابراهیم عشریه,۱۸/۰۳/۱۳۹۵,تسنیم,تسنیم,۲۳/۰۱/۱۳۹۷,به گزارش خبرنگار فرهنگی باشگاه خبرنگاران تسنیم«پویا»، ابراهیم عشریه 39 ساله از مدافعان حرم اهل شهرستان نکا، در بیست و پنجم فروردین ماه امسال برای دفاع از حریم اهل بیت(ع) داوطلبانه راهی سوریه شده بود که در منطقه حلب سوریه توسط تروریست‌های تکفیری به شهادت رسید. جمعی از مسئولان شهرستان نکا عصر دیروز با حضور در منزل شهید عشریه خبر شهادت وی را به خانواده شهید رساندند. شهید ابراهیم عشریه سومین شهید مدافع حرم پس از شهیدان حسین مشتاقی و سعید کمالی در شهرستان نکا به شمار می‌آید که هنوز پیکر وی به کشور بازنگشته است. از این شهید مدافع حرم 3 دختر به نام های زهرا، زینب و معصومه به یادگار مانده است.,https://www.tasnimnews.com/fa/news/1395/03/18/1098975/%D8%AE%D8%A8%D8%B1-%D8%B4%D9%87%D8%A7%D8%AF%D8%AA-%D8%B4%D9%87%DB%8C%D8%AF-%D8%A7%D8%A8%D8%B1%D8%A7%D9%87%DB%8C%D9%85-%D8%B9%D8%B4%D8%B1%DB%8C%D9%87-%D8%AA%D8%A7%DB%8C%DB%8C%D8%AF-%D8%B4%D8%AF,R
14,1,116,14818,تکذیبیه خبرشهادت ابوحر و ابوعزرائیل,https://t.me/syasi_news/14818,,,,,,,,,,,N
14,2,116,14818,تکذیبیه خبرشهادت ابوحر و ابوعزرائیل,https://t.me/syasi_news/14818,,,,,,,,,,,N
14,3,116,14818,تکذیبیه خبرشهادت ابوحر و ابوعزرائیل,https://t.me/syasi_news/14818,,,,,,,,,,,N
15,1,117,11,?تکذیبیه? ?پیرو انتشار شایعاتی در فضای مجازی و برخی خبرگزاری,https://t.me/moje4news/11,🔴تکذیبیه🔴 🔹پیرو انتشار شایعاتی در فضای مجازی و برخی خبرگزاری ها درباره وقوع انفجار در خوابگاه خواهران دانشگاه شهید چمران اهواز، خبرنگار سایت یاران 313 در تماس با مسئولین حراست دانشگاه پیگیر صحت یا رد این شایعه شد که این شایعه از جانب مسئولین حراست دانشگاه شهید چمران تکذیب شد. 🔹گفتنی است در خبرگزاری ها شایعه شده بود که برخورد ماشین با کپسول گاز باعث انفجار شدید و زخمی شدن چند تن از خواهران دانشجو ساکن در خوابگاه شده است، که مسئولین حراست دانشگاه به شدت تکذیب کردند. 🔰ظاهرا این انفجار در یکی از پمپ های جایگاه ال پی جی شهرک برق اتفاق افتاده است که برخی ها به دروغ، این حادثه را به خوابگاه دانشگاه چمران منتسب کرده اند.,تکذیبیه پیرو انتشار شایعاتی در فضای مجازی و برخی خبرگزاری ها درباره وقوع انفجار در خوابگاه خواهران دانشگاه شهید چمران اهواز، خبرنگار سایت یاران 313 در تماس با مسئولین حراست دانشگاه پیگیر صحت یا رد این شایعه شد که این شایعه از جانب مسئولین حراست دانشگاه شهید چمران تکذیب شد. گفتنی است در خبرگزاری ها شایعه شده بود که برخورد ماشین با کپسول گاز باعث انفجار شدید و زخمی شدن چند تن از خواهران دانشجو ساکن در خوابگاه شده است، که مسئولین حراست دانشگاه به شدت تکذیب کردند. ظاهرا این انفجار در یکی از پمپ های جایگاه ال پی جی شهرک برق اتفاق افتاده است که برخی ها به دروغ، این حادثه را به خوابگاه دانشگاه چمران منتسب کرده اند.,افجار گاز در خوابگاه شهید چمران,,,,,,,,U
15,2,117,11,?تکذیبیه? ?پیرو انتشار شایعاتی در فضای مجازی و برخی خبرگزاری,https://t.me/moje4news/11,🔴تکذیبیه🔴 🔹پیرو انتشار شایعاتی در فضای مجازی و برخی خبرگزاری ها درباره وقوع انفجار در خوابگاه خواهران دانشگاه شهید چمران اهواز، خبرنگار سایت یاران 313 در تماس با مسئولین حراست دانشگاه پیگیر صحت یا رد این شایعه شد که این شایعه از جانب مسئولین حراست دانشگاه شهید چمران تکذیب شد. 🔹گفتنی است در خبرگزاری ها شایعه شده بود که برخورد ماشین با کپسول گاز باعث انفجار شدید و زخمی شدن چند تن از خواهران دانشجو ساکن در خوابگاه شده است، که مسئولین حراست دانشگاه به شدت تکذیب کردند. 🔰ظاهرا این انفجار در یکی از پمپ های جایگاه ال پی جی شهرک برق اتفاق افتاده است که برخی ها به دروغ، این حادثه را به خوابگاه دانشگاه چمران منتسب کرده اند.,تکذیبیه پیرو انتشار شایعاتی در فضای مجازی و برخی خبرگزاری ها درباره وقوع انفجار در خوابگاه خواهران دانشگاه شهید چمران اهواز، خبرنگار سایت یاران 313 در تماس با مسئولین حراست دانشگاه پیگیر صحت یا رد این شایعه شد که این شایعه از جانب مسئولین حراست دانشگاه شهید چمران تکذیب شد. گفتنی است در خبرگزاری ها شایعه شده بود که برخورد ماشین با کپسول گاز باعث انفجار شدید و زخمی شدن چند تن از خواهران دانشجو ساکن در خوابگاه شده است، که مسئولین حراست دانشگاه به شدت تکذیب کردند. ظاهرا این انفجار در یکی از پمپ های جایگاه ال پی جی شهرک برق اتفاق افتاده است که برخی ها به دروغ، این حادثه را به خوابگاه دانشگاه چمران منتسب کرده اند.,افجار گاز در خوابگاه شهید چمران,,,,,,,,U
15,3,117,11,?تکذیبیه? ?پیرو انتشار شایعاتی در فضای مجازی و برخی خبرگزاری,https://t.me/moje4news/11,🔴تکذیبیه🔴 🔹پیرو انتشار شایعاتی در فضای مجازی و برخی خبرگزاری ها درباره وقوع انفجار در خوابگاه خواهران دانشگاه شهید چمران اهواز، خبرنگار سایت یاران 313 در تماس با مسئولین حراست دانشگاه پیگیر صحت یا رد این شایعه شد که این شایعه از جانب مسئولین حراست دانشگاه شهید چمران تکذیب شد. 🔹گفتنی است در خبرگزاری ها شایعه شده بود که برخورد ماشین با کپسول گاز باعث انفجار شدید و زخمی شدن چند تن از خواهران دانشجو ساکن در خوابگاه شده است، که مسئولین حراست دانشگاه به شدت تکذیب کردند. 🔰ظاهرا این انفجار در یکی از پمپ های جایگاه ال پی جی شهرک برق اتفاق افتاده است که برخی ها به دروغ، این حادثه را به خوابگاه دانشگاه چمران منتسب کرده اند.,تکذیبیه پیرو انتشار شایعاتی در فضای مجازی و برخی خبرگزاری ها درباره وقوع انفجار در خوابگاه خواهران دانشگاه شهید چمران اهواز، خبرنگار سایت یاران 313 در تماس با مسئولین حراست دانشگاه پیگیر صحت یا رد این شایعه شد که این شایعه از جانب مسئولین حراست دانشگاه شهید چمران تکذیب شد. گفتنی است در خبرگزاری ها شایعه شده بود که برخورد ماشین با کپسول گاز باعث انفجار شدید و زخمی شدن چند تن از خواهران دانشجو ساکن در خوابگاه شده است، که مسئولین حراست دانشگاه به شدت تکذیب کردند. ظاهرا این انفجار در یکی از پمپ های جایگاه ال پی جی شهرک برق اتفاق افتاده است که برخی ها به دروغ، این حادثه را به خوابگاه دانشگاه چمران منتسب کرده اند.,افجار گاز در خوابگاه شهید چمران,,,,,,,,U
16,1,118,933,تکذیبیه چناب باباچاهی که ارسال خواهد شد ناشی از اشتباه من بوده است لطفا توجه کنید اینحانب به نمایندگی از طرف برگزارکنتدگان با استاد باباچاهی تماس تلفنی گرفتم وایشان ضمن استقبال از داوری شرطی را عنوان فرمودند و از اینجانب تعهد گرفتند که شرط را بجا بیاورم شرط ایشان این بود که اعضای تیم داوری باید با دیدگاه,https://t.me/Alibabachahi/933,,,,,,,,,,,N
16,2,118,933,تکذیبیه چناب باباچاهی که ارسال خواهد شد ناشی از اشتباه من بوده است لطفا توجه کنید اینحانب به نمایندگی از طرف برگزارکنتدگان با استاد باباچاهی تماس تلفنی گرفتم وایشان ضمن استقبال از داوری شرطی را عنوان فرمودند و از اینجانب تعهد گرفتند که شرط را بجا بیاورم شرط ایشان این بود که اعضای تیم داوری باید با دیدگاه,https://t.me/Alibabachahi/933,,,,,,,,,,,N
16,3,118,933,تکذیبیه چناب باباچاهی که ارسال خواهد شد ناشی از اشتباه من بوده است لطفا توجه کنید اینحانب به نمایندگی از طرف برگزارکنتدگان با استاد باباچاهی تماس تلفنی گرفتم وایشان ضمن استقبال از داوری شرطی را عنوان فرمودند و از اینجانب تعهد گرفتند که شرط را بجا بیاورم شرط ایشان این بود که اعضای تیم داوری باید با دیدگاه,https://t.me/Alibabachahi/933,,,,,,,,,,,N
17,1,119,8258,وقتی کفه سیاست بر محیط زیست سنگینی می,https://t.me/goftvagobatabiat/8258,وقتی کفه سیاست بر محیط زیست سنگینی می کند/ همزمان با حضور ریاست جمهوری در سمنان، سعید متصدی سخنان خود را درباره طرح انتقال آب به این استان تکذیب کرد. خبرگزاری مستقل محیط زیست - آرزو میرزاخانی: معاون محیط زیست انسانی ابتکار روز گذشته در نشست خبری که به مناسبت روز زمین پاک برگزار شده بود صراحتا اعلام کرد که هیچ نیازی به انتقال آب بین حوزه ای نیست. وی گفت که ایرانیان روزانه ده برابر مصرف جهانی آب مصرف می کنند و بنابراین مشخص است که ما به جای هزینه برای انتقال آب باید به فکر تغییر الگوی مصرف آب در کشور باشیم. سعید متصدی مدعی شد که برای انتقال هر متر مکعب آب 10 هزار تومان هزینه می شود و به همین علت انتقال آب دریای خزر به سمنان اصلا منطقی نیست. این در حالی است که با گذشت تنها یک روز از مطرح کردن چنین سخنانی، ایشان امروز در مصاحبه ای هرگونه اظهار نظر رسمی در خصوص طرح های انتقال آب را تکذیب کرده و گفته است که تمامی گزینه های مطروحه برای تامین آب مورد نیاز در کشور می توانند طرح و بررسی شوند. معاون محیط انسانی دکتر ابتکار تاکید کرده است که هیچ اظهار نظر نهایی در خصوص موافقت یا مخالفت با پروژه انتقال آب خزر به سمنان و فلات مرکزی از سوی سازمان حفاظت محیط زیست اعلام نشده و کمیته ماده 2 آئین نامه ارزیابی که مسئولیت بررسی اثرات زیست محیطی پروژه های بزرگ توسعه ای از جمله انتقال آب را بر عهده دارد، تا کنون جلسات متعدی در ارتباط با این پروژه برگزار کرده است. اما همچنان روال بررسی مجوز ارزیابی پروژه ادامه دارد. متصدی جنجال های رسانه ای را در بررسی این طرح بی تاثیر دانسته، در حالی که روز گذشته گفت سازمان محیط زیست کاملا با هرگونه طرح انتقال آب مخالف است. به نظر می رسد که این تکذیبیه ارتباط مستقیمی با حضور رئیس جمهور در استان سمنان و تحقق وعده های وی در آخرین سال ریاست جمهوری اش دارد. گویا مثل همیشه کفه ترازوی سیاست بر محیط زیست سنگینی می کند.,وقتی کفه سیاست بر محیط زیست سنگینی می کند/ همزمان با حضور ریاست جمهوری در سمنان، سعید متصدی سخنان خود را درباره طرح انتقال آب به این استان تکذیب کرد. خبرگزاری مستقل محیط زیست - آرزو میرزاخانی: معاون محیط زیست انسانی ابتکار روز گذشته در نشست خبری که به مناسبت روز زمین پاک برگزار شده بود صراحتا اعلام کرد که هیچ نیازی به انتقال آب بین حوزه ای نیست. وی گفت که ایرانیان روزانه ده برابر مصرف جهانی آب مصرف می کنند و بنابراین مشخص است که ما به جای هزینه برای انتقال آب باید به فکر تغییر الگوی مصرف آب در کشور باشیم. سعید متصدی مدعی شد که برای انتقال هر متر مکعب آب 10 هزار تومان هزینه می شود و به همین علت انتقال آب دریای خزر به سمنان اصلا منطقی نیست. این در حالی است که با گذشت تنها یک روز از مطرح کردن چنین سخنانی، ایشان امروز در مصاحبه ای هرگونه اظهار نظر رسمی در خصوص طرح های انتقال آب را تکذیب کرده و گفته است که تمامی گزینه های مطروحه برای تامین آب مورد نیاز در کشور می توانند طرح و بررسی شوند. معاون محیط انسانی دکتر ابتکار تاکید کرده است که هیچ اظهار نظر نهایی در خصوص موافقت یا مخالفت با پروژه انتقال آب خزر به سمنان و فلات مرکزی از سوی سازمان حفاظت محیط زیست اعلام نشده و کمیته ماده 2 آئین نامه ارزیابی که مسئولیت بررسی اثرات زیست محیطی پروژه های بزرگ توسعه ای از جمله انتقال آب را بر عهده دارد، تا کنون جلسات متعدی در ارتباط با این پروژه برگزار کرده است. اما همچنان روال بررسی مجوز ارزیابی پروژه ادامه دارد. متصدی جنجال های رسانه ای را در بررسی این طرح بی تاثیر دانسته، در حالی که روز گذشته گفت سازمان محیط زیست کاملا با هرگونه طرح انتقال آب مخالف است. به نظر می رسد که این تکذیبیه ارتباط مستقیمی با حضور رئیس جمهور در استان سمنان و تحقق وعده های وی در آخرین سال ریاست جمهوری اش دارد. گویا مثل همیشه کفه ترازوی سیاست بر محیط زیست سنگینی می کند.,انتقال آب خزر به سمنان,,,,,,,,U
